"代號","名稱","市場","股價日期","K線","成交","漲跌價","漲跌幅","成交張數","成交額(百萬)","昨收","開盤","最高","最低","振幅(%)","PER","PBR","1個月走勢圖","3個月走勢圖","1年走勢圖","3年走勢圖","10年走勢圖"
="4934","太極","市","04/10","","24.65","+0.2","+0.82","1,611","40","24.45","24.3","25.25","24.25","4.09","","2.63","    ","    ","    ","    ","    "
="4935","茂林-KY","市","04/10","","56.1","+1.8","+3.31","944","52.5","54.3","54.8","56.3","54.3","3.68","21.8","0.9","    ","    ","    ","    ","    "
="4938","和碩","市","04/10","","101","+0.5","+0.5","13,261","1,346","100.5","101","103","100","2.99","17.1","1.43","    ","    ","    ","    ","    "
="4942","嘉彰","市","04/10","","46","+0.1","+0.22","272","12.5","45.9","45.9","46","45.7","0.65","10.6","0.77","    ","    ","    ","    ","    "
="4943","康控-KY","市","04/10","","21.5","+0.75","+3.61","67","1.45","20.75","21.8","21.8","20.85","4.58","","13.3","    ","    ","    ","    ","    "
="4952","凌通","市","04/10","","48.75","+0.7","+1.46","1,644","79.6","48.05","48.1","48.8","47.85","1.98","31.7","2.51","    ","    ","    ","    ","    "
="4956","光鋐","市","04/10","","19.95","+0.95","+5","2,218","43.8","19","19","20.05","19","5.53","","1.16","    ","    ","    ","    ","    "
="4958","臻鼎-KY","市","04/10","","119","-4.5","-3.64","16,581","1,991","123.5","124","124","118","4.86","18.2","1.18","    ","    ","    ","    ","    "
="4960","誠美材","市","04/10","","13.35","0","0","3,825","51.5","13.35","13.4","13.6","13.35","1.87","","0.83","    ","    ","    ","    ","    "
="4961","天鈺","市","04/10","","253.5","-7","-2.69","2,947","758","260.5","260.5","263","253.5","3.65","19.1","1.77","    ","    ","    ","    ","    "
="4967","十銓","市","04/10","","90","+4.4","+5.14","25,398","2,299","85.6","86","93.3","85.1","9.58","26.6","2.85","    ","    ","    ","    ","    "
="4968","立積","市","04/10","","192","+7","+3.78","4,350","831","185","184","195.5","184","6.22","","7.89","    ","    ","    ","    ","    "
="4976","佳凌","市","04/10","","41.2","-0.5","-1.2","470","19.5","41.7","41.85","41.9","41.15","1.8","","2.29","    ","    ","    ","    ","    "
="4977","眾達-KY","市","04/10","","74.5","-0.7","-0.93","1,040","78","75.2","75.2","76.8","73.6","4.26","17.5","1.55","    ","    ","    ","    ","    "
="4989","榮科","市","04/10","","26.1","+0.55","+2.15","801","21.2","25.55","26.15","26.95","26","3.72","","1.63","    ","    ","    ","    ","    "
="4994","傳奇","市","04/10","","116","-12.5","-9.73","1,377","161","128.5","118.5","120","116","3.11","68.6","6.58","    ","    ","    ","    ","    "
="4999","鑫禾","市","04/10","","33.85","-0.15","-0.44","178","6.05","34","34","34.05","33.8","0.74","677","0.74","    ","    ","    ","    ","    "
="5007","三星","市","04/10","","56.4","+0.4","+0.71","150","8.41","56","56","56.6","55.6","1.79","16.7","2.39","    ","    ","    ","    ","    "
="5203","訊連","市","04/10","","87.8","+0.5","+0.57","146","12.9","87.3","87.4","88.6","87.4","1.37","31.2","1.56","    ","    ","    ","    ","    "
="5215","科嘉-KY","市","04/10","","51.4","+0.9","+1.78","167","8.56","50.5","50.6","51.6","50.6","1.98","18.7","0.99","    ","    ","    ","    ","    "
="5222","全訊","市","04/10","","179","-2.5","-1.38","1,747","317","181.5","184.5","185.5","178","4.13","30.4","5.92","    ","    ","    ","    ","    "
="5225","東科-KY","市","04/10","","117.5","-1.5","-1.26","1,060","126","119","118","121.5","117","3.78","14.7","2.94","    ","    ","    ","    ","    "
="5234","達興材料","市","04/10","","149","-5","-3.25","1,781","271","154","154.5","157","149","5.19","29.2","4.88","    ","    ","    ","    ","    "
="5243","乙盛-KY","市","04/10","","58.1","+0.3","+0.52","760","44.3","57.8","58.4","58.7","57.9","1.38","16.4","1.33","    ","    ","    ","    ","    "
="5244","弘凱","市","04/10","","44.1","+0.6","+1.38","399","17.3","43.5","43.5","44.1","43","2.53","18.4","1.81","    ","    ","    ","    ","    "
="5258","虹堡","市","04/10","","143.5","+2","+1.41","2,837","410","141.5","143.5","147","142.5","3.18","16.6","4.05","    ","    ","    ","    ","    "
="5269","祥碩","市","04/10","","2315","-75","-3.14","960","2,225","2390","2375","2400","2280","5.02","71.9","8.2","    ","    ","    ","    ","    "
="5283","禾聯碩","市","04/10","","115.5","0","0","117","13.5","115.5","115.5","116","115","0.87","14.8","2.01","    ","    ","    ","    ","    "
="5284","jpp-KY","市","04/10","","205","-2","-0.97","1,637","342","207","208.5","213","205","3.86","24.6","4.18","    ","    ","    ","    ","    "
="5285","界霖","市","04/10","","65.5","+0.1","+0.15","119","7.79","65.4","65","65.8","65","1.22","37.4","2.33","    ","    ","    ","    ","    "
="5288","豐祥-KY","市","04/10","","193.5","-0.5","-0.26","92","17.9","194","196","196","193","1.55","12.4","2.56","    ","    ","    ","    ","    "
="5292","華懋","市","04/10","","149","-4.5","-2.93","503","76.1","153.5","153.5","155","148","4.56","15.3","3.57","    ","    ","    ","    ","    "
="5306","桂盟","市","04/10","","138.5","+0.5","+0.36","126","17.5","138","138","139.5","138","1.09","23.5","2.28","    ","    ","    ","    ","    "
="5388","中磊","市","04/10","","134","0","0","3,327","448","134","134.5","135.5","134","1.12","14.6","2.81","    ","    ","    ","    ","    "
="5434","崇越","市","04/10","","244.5","-7.5","-2.98","1,621","400","252","252","252","243.5","3.37","15.9","3.05","    ","    ","    ","    ","    "
="5469","瀚宇博","市","04/10","","60.2","-0.5","-0.82","2,778","169","60.7","60.7","61.4","60.2","1.98","11.9","1.04","    ","    ","    ","    ","    "
="5471","松翰","市","04/10","","55.1","+1.3","+2.42","821","44.8","53.8","54.2","55.1","53.8","2.42","49.6","2.6","    ","    ","    ","    ","    "
="5484","慧友","市","04/10","","24.8","-0.2","-0.8","14","0.35","25","24.8","25","24.8","0.8","","2.8","    ","    ","    ","    ","    "
="5515","建國","市","04/10","","22.4","+0.8","+3.7","4,716","105","21.6","21.85","22.7","21.85","3.94","16.7","1.16","    ","    ","    ","    ","    "
="5519","隆大","市","04/10","","40.05","-0.75","-1.84","1,782","71.5","40.8","40.7","40.7","39.95","1.84","10.9","1.62","    ","    ","    ","    ","    "
="5521","工信","市","04/10","","14.05","-0.3","-2.09","14,402","207","14.35","14.45","14.65","14.05","4.18","100","1.28","    ","    ","    ","    ","    "
="5522","遠雄","市","04/10","","59.5","-0.2","-0.34","1,387","82.7","59.7","59.8","60","59.2","1.34","12.5","1.02","    ","    ","    ","    ","    "
="5525","順天","市","04/10","","33.9","-0.5","-1.45","351","11.9","34.4","34.4","34.4","33.7","2.03","13.6","1.8","    ","    ","    ","    ","    "
="5531","鄉林","市","04/10","","10.05","0","0","1,758","17.9","10.05","10.1","10.3","10.05","2.49","","0.97","    ","    ","    ","    ","    "
="5533","皇鼎","市","04/10","","24.3","-0.45","-1.82","673","16.4","24.75","24.65","24.65","24.3","1.41","7.79","0.72","    ","    ","    ","    ","    "
="5534","長虹","市","04/10","","96.4","+2.2","+2.34","4,043","392","94.2","95","98.3","94.4","4.14","15.3","1.4","    ","    ","    ","    ","    "
="5538","東明-KY","市","04/10","","31.55","0","0","16","0.49","31.55","31.55","31.7","31.5","0.63","47.1","0.97","    ","    ","    ","    ","    "
="5546","永固-KY","市","04/10","","31.75","+0.95","+3.08","42","1.33","30.8","32.45","32.45","30.6","6.01","","1.15","    ","    ","    ","    ","    "
="5607","遠雄港","市","04/10","","57","0","0","847","48.4","57","57.9","58","56.7","2.28","19.6","1.92","    ","    ","    ","    ","    "
="5608","四維航","市","04/10","","18.55","-0.1","-0.54","821","15.3","18.65","18.75","18.8","18.5","1.61","","0.76","    ","    ","    ","    ","    "
="5706","鳳凰","市","04/10","","69.1","+1.1","+1.62","594","41","68","68.2","69.4","68.2","1.76","28.3","3.56","    ","    ","    ","    ","    "
="5871","中租-KY","市","04/10","","178.5","0","0","5,970","1,071","178.5","179","180.5","178","1.4","11.8","2.05","    ","    ","    ","    ","    "
"5871A","中租-KY甲特","市","04/10","","96.9","+0.1","+0.1","33","3.16","96.8","96.8","96.9","96.8","0.1","","","    ","    ","    ","    ","    "
="5876","上海商銀","市","04/10","","47.45","+0.6","+1.28","5,229","247","46.85","46.85","47.7","46.6","2.35","15.7","1.26","    ","    ","    ","    ","    "
="5880","合庫金","市","04/10","","26.2","-0.05","-0.19","7,675","202","26.25","26.3","26.35","26.15","0.76","22.4","1.61","    ","    ","    ","    ","    "
="5906","台南-KY","市","04/10","","60.9","+0.5","+0.83","16","0.97","60.4","61.9","61.9","60","3.15","19","3.14","    ","    ","    ","    ","    "
="5907","大洋-KY","市","04/10","","9.2","+0.83","+9.92","832","7.49","8.37","8.37","9.2","8.32","10.5","","0.35","    ","    ","    ","    ","    "
="6005","群益證","市","04/10","","21.35","-0.05","-0.23","14,836","316","21.4","21.35","21.55","21.05","2.34","11.2","1.15","    ","    ","    ","    ","    "
="6024","群益期","市","04/10","","55.7","+0.3","+0.54","556","30.9","55.4","55.7","55.8","55.4","0.72","11.6","1.63","    ","    ","    ","    ","    "
="6108","競國","市","04/10","","21.45","+0.05","+0.23","289","6.2","21.4","21.5","21.6","21.35","1.17","63.1","0.96","    ","    ","    ","    ","    "
="6112","邁達特","市","04/10","","61","+0.4","+0.66","526","32.1","60.6","60.7","61.4","60.6","1.32","19.4","2.58","    ","    ","    ","    ","    "
="6115","鎰勝","市","04/10","","53.5","-0.1","-0.19","232","12.4","53.6","53.5","54","53.1","1.68","19","1.98","    ","    ","    ","    ","    "
="6116","彩晶","市","04/10","","10.7","-0.1","-0.93","6,750","73","10.8","10.8","10.95","10.7","2.31","","0.74","    ","    ","    ","    ","    "
="6117","迎廣","市","04/10","","98.8","-9.2","-8.52","18,724","1,980","108","109","114.5","98.8","14.5","96.9","7.21","    ","    ","    ","    ","    "
="6120","達運","市","04/10","","17.55","+0.3","+1.74","11,455","202","17.25","17.4","17.95","17.2","4.35","103","1.27","    ","    ","    ","    ","    "
="6128","上福","市","04/10","","42.25","-0.45","-1.05","1,209","51","42.7","42.7","42.9","41.35","3.63","12.4","1.3","    ","    ","    ","    ","    "
="6133","金橋","市","04/10","","14.6","+0.75","+5.42","1,025","14.9","13.85","14","14.75","14","5.42","162","1.54","    ","    ","    ","    ","    "
="6136","富爾特","市","04/10","","23.65","+0.1","+0.42","288","6.8","23.55","23.6","23.7","23.55","0.64","26.3","0.71","    ","    ","    ","    ","    "
="6139","亞翔","市","04/10","","303","+5.5","+1.85","2,496","748","297.5","299.5","304","294","3.36","23.7","6.25","    ","    ","    ","    ","    "
="6141","柏承","市","04/10","","18.1","+0.3","+1.69","217","3.93","17.8","18","18.3","17.85","2.53","","1.14","    ","    ","    ","    ","    "
="6142","友勁","市","04/10","","9.91","+0.02","+0.2","249","2.47","9.89","9.87","9.94","9.87","0.71","","1.04","    ","    ","    ","    ","    "
="6152","百一","市","04/10","","10.1","0","0","501","5.06","10.1","10.15","10.2","10.05","1.49","","1.14","    ","    ","    ","    ","    "
="6153","嘉聯益","市","04/10","","20.45","-0.15","-0.73","1,718","35.2","20.6","20.6","20.65","20.3","1.7","","0.93","    ","    ","    ","    ","    "
="6155","鈞寶","市","04/10","","26.95","+0.2","+0.75","113","3.06","26.75","26.75","27.3","26.75","2.06","31.7","1.57","    ","    ","    ","    ","    "
="6164","華興","市","04/10","","15.45","+0.05","+0.32","2,405","37.7","15.4","15.45","16","15.35","4.22","","1.42","    ","    ","    ","    ","    "
="6165","浪凡","市","04/10","","41.2","-0.15","-0.36","2,682","112","41.35","41.4","42.6","41","3.87","158","2.8","    ","    ","    ","    ","    "
="6166","凌華","市","04/10","","71.1","-1.4","-1.93","1,618","116","72.5","73","73.6","70.5","4.28","47.1","2.87","    ","    ","    ","    ","    "
="6168","宏齊","市","04/10","","24.2","-0.1","-0.41","875","21.3","24.3","24.3","24.5","24.15","1.44","46.5","1.6","    ","    ","    ","    ","    "
="6176","瑞儀","市","04/10","","175","+2.5","+1.45","3,510","613","172.5","173.5","176","171","2.9","15.4","2.37","    ","    ","    ","    ","    "
="6177","達麗","市","04/10","","47.25","+1.95","+4.3","6,873","323","45.3","46.95","47.8","46.2","3.53","9.3","2.15","    ","    ","    ","    ","    "
="6183","關貿","市","04/10","","74.7","-0.1","-0.13","71","5.32","74.8","74.6","74.8","74.5","0.4","23.3","4.32","    ","    ","    ","    ","    "
="6184","大豐電","市","04/10","","54.1","0","0","44","2.36","54.1","54","54.2","53.9","0.55","15.4","1.79","    ","    ","    ","    ","    "
="6189","豐藝","市","04/10","","89.8","-0.8","-0.88","14,321","1,314","90.6","91.3","94.9","89.1","6.4","22.4","3.54","    ","    ","    ","    ","    "
="6191","精成科","市","04/10","","70.5","-1.7","-2.35","4,963","351","72.2","71.2","71.2","70.4","1.11","10.5","1.62","    ","    ","    ","    ","    "
="6192","巨路","市","04/10","","109.5","+7","+6.83","1,236","133","102.5","104.5","111","103.5","7.32","13.4","1.63","    ","    ","    ","    ","    "
="6196","帆宣","市","04/10","","174.5","+0.5","+0.29","7,884","1,389","174","176.5","180.5","172.5","4.6","15.9","3.15","    ","    ","    ","    ","    "
="6197","佳必琪","市","04/10","","174.5","+7","+4.18","2,724","470","167.5","165","178","163.5","8.66","33.6","6.36","    ","    ","    ","    ","    "
="6201","亞弘電","市","04/10","","61.4","-2","-3.15","616","37.8","63.4","62.1","62.3","60","3.63","13.3","1.99","    ","    ","    ","    ","    "
="6202","盛群","市","04/10","","58.4","+1.1","+1.92","2,159","127","57.3","57.7","59.5","57.7","3.14","119","3.27","    ","    ","    ","    ","    "
="6205","詮欣","市","04/10","","78.5","+0.2","+0.26","379","29.7","78.3","78.3","78.9","78","1.15","37.4","2.57","    ","    ","    ","    ","    "
="6206","飛捷","市","04/10","","82.5","+0.5","+0.61","679","55.7","82","82.3","82.5","81.4","1.34","23.5","2.53","    ","    ","    ","    ","    "
="6209","今國光","市","04/10","","26.35","+0.25","+0.96","726","19.3","26.1","26.15","26.95","26.15","3.07","","1.51","    ","    ","    ","    ","    "
="6213","聯茂","市","04/10","","124","+6.5","+5.53","39,015","4,846","117.5","118.5","128","118.5","8.09","66.7","2.32","    ","    ","    ","    ","    "
="6214","精誠","市","04/10","","124","+5","+4.2","1,818","225","119","126","126","122","3.36","20.6","2.18","    ","    ","    ","    ","    "
="6215","和椿","市","04/10","","43.65","-0.1","-0.23","23,593","1,079","43.75","47.3","48.1","43.1","11.4","45.9","2.37","    ","    ","    ","    ","    "
="6216","居易","市","04/10","","37.15","+0.05","+0.13","483","17.9","37.1","37.35","37.35","36.85","1.35","27.7","2.03","    ","    ","    ","    ","    "
="6224","聚鼎","市","04/10","","57.8","+0.7","+1.23","179","10.3","57.1","57.2","57.9","57.2","1.23","46.6","1.91","    ","    ","    ","    ","    "
="6225","天瀚","市","04/10","","16.75","+0.5","+3.08","8","0.13","16.25","16.8","16.8","16.2","3.69","54","4.88","    ","    ","    ","    ","    "
="6226","光鼎","市","04/10","","10.35","+0.1","+0.98","294","3.02","10.25","10.25","10.35","10.15","1.95","","1.08","    ","    ","    ","    ","    "
="6230","尼得科超眾","市","04/10","","184","-2.5","-1.34","189","34.8","186.5","185","189.5","182","4.02","26.2","2.77","    ","    ","    ","    ","    "
="6235","華孚","市","04/10","","102","0","0","1,742","179","102","102.5","104","102","1.96","24.5","4.97","    ","    ","    ","    ","    "
="6239","力成","市","04/10","","185","-0.5","-0.27","2,908","541","185.5","185.5","187.5","183.5","2.16","17.3","2.52","    ","    ","    ","    ","    "
="6243","迅杰","市","04/10","","65.2","-0.3","-0.46","370","24.2","65.5","65.8","66.1","65.1","1.53","43.5","3.6","    ","    ","    ","    ","    "
="6257","矽格","市","04/10","","72.4","+1.3","+1.83","5,799","417","71.1","71.2","72.6","70.8","2.53","19.1","1.96","    ","    ","    ","    ","    "
="6269","台郡","市","04/10","","92.1","-0.1","-0.11","2,537","235","92.2","92.2","93.2","91.9","1.41","14.3","1.17","    ","    ","    ","    ","    "
="6271","同欣電","市","04/10","","152.5","+1","+0.66","1,183","180","151.5","151.5","153","151","1.32","27.7","1.3","    ","    ","    ","    ","    "
="6277","宏正","市","04/10","","81.6","-0.2","-0.24","64","5.25","81.8","81.8","81.9","81.5","0.49","17.3","2.06","    ","    ","    ","    ","    "
="6278","台表科","市","04/10","","109","0","0","1,825","200","109","109.5","110.5","108.5","1.83","12.7","1.61","    ","    ","    ","    ","    "
="6281","全國電","市","04/10","","84.5","-0.2","-0.24","149","12.6","84.7","84.8","84.8","84.4","0.47","16.5","2.94","    ","    ","    ","    ","    "
="6282","康舒","市","04/10","","39.2","+0.2","+0.51","3,956","155","39","39.25","39.55","39","1.41","560","1.46","    ","    ","    ","    ","    "
="6283","淳安","市","04/10","","23.7","+1.1","+4.87","324","7.53","22.6","22.7","23.95","22.7","5.53","","2.24","    ","    ","    ","    ","    "
="6285","啟碁","市","04/10","","156.5","0","0","3,344","524","156.5","156","158","155.5","1.6","17.4","2.49","    ","    ","    ","    ","    "
="6288","聯嘉","市","04/10","","35.25","0","0","5,945","213","35.25","36","36.7","35.2","4.26","705","2.43","    ","    ","    ","    ","    "
="6405","悅城","市","04/10","","24.8","+0.05","+0.2","104","2.59","24.75","25.25","25.25","24.75","2.02","","0.66","    ","    ","    ","    ","    "
="6409","旭隼","市","04/10","","1610","+20","+1.26","38","61.8","1590","1575","1625","1575","3.14","38.8","16.9","    ","    ","    ","    ","    "
="6412","群電","市","04/10","","175","-3.5","-1.96","571","101","178.5","178.5","179.5","175","2.52","21.2","5.06","    ","    ","    ","    ","    "
="6414","樺漢","市","04/10","","337.5","-2.5","-0.74","2,570","878","340","343","346","336.5","2.79","17.8","2.03","    ","    ","    ","    ","    "
="6415","矽力*-KY","市","04/10","","355.5","+27.5","+8.38","5,920","2,061","328","334.5","356","332","7.32","181","4.42","    ","    ","    ","    ","    "
="6416","瑞祺電通","市","04/10","","122","+1","+0.83","890","108","121","121","123","118.5","3.72","27.7","2.63","    ","    ","    ","    ","    "
="6426","統新","市","04/10","","68.5","0","0","94","6.44","68.5","67.9","69","67.9","1.61","","2.37","    ","    ","    ","    ","    "
="6431","光麗-KY","市","04/10","","11.65","+1.05","+9.91","564","6.5","10.6","10.65","11.65","10.65","9.43","","1.43","    ","    ","    ","    ","    "
="6438","迅得","市","04/10","","128","-3.5","-2.66","2,557","330","131.5","132","132","127","3.8","14.4","2.38","    ","    ","    ","    ","    "
="6442","光聖","市","04/10","","140.5","-0.5","-0.35","5,627","802","141","141","148","137","7.8","55.5","4.54","    ","    ","    ","    ","    "
="6443","元晶","市","04/10","","29.75","+0.65","+2.23","23,863","720","29.1","29.3","30.9","29.15","6.01","27.8","2","    ","    ","    ","    ","    "
="6446","藥華藥","市","04/10","","328","+2","+0.61","1,005","331","326","327","331.5","326.5","1.53","","4.54","    ","    ","    ","    ","    "
="6449","鈺邦","市","04/10","","89.5","-1.5","-1.65","322","29","91","91","92.4","88.8","3.96","24","2.7","    ","    ","    ","    ","    "
="6451","訊芯-KY","市","04/10","","168","0","0","2,134","364","168","168.5","174.5","168","3.87","41","2.82","    ","    ","    ","    ","    "
="6456","GIS-KY","市","04/10","","60.7","-0.3","-0.49","1,004","61.2","61","61.9","61.9","60.7","1.97","","0.71","    ","    ","    ","    ","    "
="6464","台數科","市","04/10","","87.2","-0.3","-0.34","128","11.1","87.5","87.3","87.5","86.9","0.69","15.1","1.41","    ","    ","    ","    ","    "
="6472","保瑞","市","04/10","","830","+72","+9.5","8,160","6,475","758","736","833","730","13.6","27.5","9.25","    ","    ","    ","    ","    "
="6477","安集","市","04/10","","39.6","+0.65","+1.67","1,604","64.1","38.95","39.2","40.8","39.2","4.11","32.7","1.44","    ","    ","    ","    ","    "
="6491","晶碩","市","04/10","","486","+8","+1.67","919","445","478","481","490","474","3.35","21.3","3.83","    ","    ","    ","    ","    "
="6504","南六","市","04/10","","70.6","+0.5","+0.71","58","4.08","70.1","70.2","71","70.2","1.14","42.8","1.46","    ","    ","    ","    ","    "
="6505","台塑化","市","04/10","","74","+0.7","+0.95","3,405","251","73.3","73.7","74.2","73.3","1.23","32.2","2.1","    ","    ","    ","    ","    "
="6515","穎崴","市","04/10","","826","+10","+1.23","1,387","1,142","816","825","835","807","3.43","61.1","8.23","    ","    ","    ","    ","    "
="6525","捷敏-KY","市","04/10","","68.6","+0.5","+0.73","97","6.62","68.1","68.2","68.7","68.1","0.88","15.6","2.13","    ","    ","    ","    ","    "
="6526","達發","市","04/10","","655","+5","+0.77","660","433","650","651","664","649","2.31","101","6.61","    ","    ","    ","    ","    "
="6531","愛普*","市","04/10","","398.5","+3.5","+0.89","2,103","837","395","397","401","393.5","1.9","44.6","5.7","    ","    ","    ","    ","    "
="6533","晶心科","市","04/10","","427","+4.5","+1.07","404","173","422.5","426","432","425","1.66","","4.5","    ","    ","    ","    ","    "
="6534","正瀚-創","市","04/10","","85.7","-0.8","-0.92","60","5.18","86.5","87","88","85.6","2.77","18","3.5","    ","    ","    ","    ","    "
="6541","泰福-KY","市","04/10","","49","-0.9","-1.8","476","23.5","49.9","49.95","50.4","48.9","3.01","","7.99","    ","    ","    ","    ","    "
="6550","北極星藥業-KY","市","04/10","","72.5","+0.1","+0.14","1,104","80.4","72.4","73.6","73.6","72.5","1.52","","7.32","    ","    ","    ","    ","    "
="6552","易華電","市","04/10","","35.2","0","0","77","2.71","35.2","35.2","35.4","35.2","0.57","391","1.15","    ","    ","    ","    ","    "
="6558","興能高","市","04/10","","24.95","+2.25","+9.91","1,272","31.4","22.7","23.05","24.95","23.05","8.37","","1.59","    ","    ","    ","    ","    "
="6573","虹揚-KY","市","04/10","","13.2","+0.1","+0.76","34","0.45","13.1","13.25","13.3","13.15","1.15","","1.55","    ","    ","    ","    ","    "
="6579","研揚","市","04/10","","163","0","0","271","44.6","163","162.5","167","162.5","2.76","19.4","2.61","    ","    ","    ","    ","    "
="6581","鋼聯","市","04/10","","91.9","-0.1","-0.11","44","4.06","92","92","92.4","91.6","0.87","20.2","2.49","    ","    ","    ","    ","    "
="6582","申豐","市","04/10","","49.65","+1.2","+2.48","144","7.1","48.45","48.8","49.75","48.8","1.96","","0.9","    ","    ","    ","    ","    "
="6585","鼎基","市","04/10","","194","+10.5","+5.72","3,036","599","183.5","189.5","201.5","189.5","6.54","32.3","4.13","    ","    ","    ","    ","    "
="6591","動力-KY","市","04/10","","58","+0.4","+0.69","437","25.4","57.6","57.9","58.4","57.6","1.39","17.1","1.18","    ","    ","    ","    ","    "
="6592","和潤企業","市","04/10","","122","+1","+0.83","820","99.9","121","121","122.5","121","1.24","19","2.25","    ","    ","    ","    ","    "
"6592A","和潤企業甲特","市","04/10","","97.9","+0.1","+0.1","18","1.77","97.8","97.8","98","97.8","0.2","","","    ","    ","    ","    ","    "
"6592B","和潤企業乙特","市","04/10","","94.6","0","0","55","5.21","94.6","94.6","94.6","94.4","0.21","","","    ","    ","    ","    ","    "
="6598","ABC-KY","市","04/10","","21.55","-0.1","-0.46","60","1.3","21.65","21.3","21.75","21.3","2.08","","2.67","    ","    ","    ","    ","    "
="6605","帝寶","市","04/10","","220.5","+2","+0.92","921","203","218.5","220","221.5","218.5","1.37","15.4","2.15","    ","    ","    ","    ","    "
="6606","建德工業","市","04/10","","27.1","-0.1","-0.37","282","7.63","27.2","27.2","27.4","26.9","1.84","28.5","1.79","    ","    ","    ","    ","    "
="6625","必應","市","04/10","","97.5","-1.3","-1.32","986","98.4","98.8","100","102.5","97.2","5.36","14.6","5.02","    ","    ","    ","    ","    "
="6641","基士德-KY","市","04/10","","40.05","+0.3","+0.75","19","0.76","39.75","39.75","40.2","39.55","1.64","31.3","1.03","    ","    ","    ","    ","    "
="6645","金萬林-創","市","04/10","","39.4","0","0","89","3.49","39.4","40","40","38.25","4.44","","3.34","    ","    ","    ","    ","    "
="6655","科定","市","04/10","","121","+2","+1.68","11","1.33","119","119.5","121","119.5","1.26","34.4","4.56","    ","    ","    ","    ","    "
="6657","華安","市","04/10","","62.7","+3.2","+5.38","719","44","59.5","59.6","62.8","59.5","5.55","","5.93","    ","    ","    ","    ","    "
="6658","聯策","市","04/10","","40.25","-0.75","-1.83","4","0.17","41","40.2","40.25","40.2","0.12","40.7","1.28","    ","    ","    ","    ","    "
="6666","羅麗芬-KY","市","04/10","","68.4","+0.1","+0.15","48","3.29","68.3","69","69","68.4","0.88","36.8","2.02","    ","    ","    ","    ","    "
="6668","中揚光","市","04/10","","72","-1.5","-2.04","6,706","495","73.5","74","76.3","71.9","5.99","","3.54","    ","    ","    ","    ","    "
="6669","緯穎","市","04/10","","2355","-120","-4.85","1,991","4,780","2475","2450","2495","2350","5.86","34.2","9.75","    ","    ","    ","    ","    "
="6670","復盛應用","市","04/10","","242","+1","+0.41","510","124","241","241","245","240.5","1.87","13.3","2.88","    ","    ","    ","    ","    "
="6671","三能-KY","市","04/10","","43","-0.1","-0.23","21","0.91","43.1","42.7","43.2","42.7","1.16","14.9","1.53","    ","    ","    ","    ","    "
="6672","騰輝電子-KY","市","04/10","","89.1","-0.1","-0.11","274","24.5","89.2","89.2","89.9","89","1.01","14.7","1.98","    ","    ","    ","    ","    "
="6674","鋐寶科技","市","04/10","","25.7","-0.05","-0.19","5","0.13","25.75","25.75","25.75","25.4","1.36","","1.51","    ","    ","    ","    ","    "
="6689","伊雲谷","市","04/10","","113.5","+3","+2.71","511","58","110.5","112.5","115.5","112","3.17","42","2.68","    ","    ","    ","    ","    "
="6691","洋基工程","市","04/10","","390","+5","+1.3","365","142","385","391","396","385.5","2.73","19.3","6.09","    ","    ","    ","    ","    "
="6695","芯鼎","市","04/10","","64.2","-1.2","-1.83","1,446","93.9","65.4","65.8","66.1","64.2","2.91","","3.6","    ","    ","    ","    ","    "
="6698","旭暉應材","市","04/10","","32.5","0","0","212","6.87","32.5","32.5","32.8","32.1","2.15","","1.76","    ","    ","    ","    ","    "
="6706","惠特","市","04/10","","52.8","+0.3","+0.57","240","12.8","52.5","52.5","53.6","52.5","2.1","","1.07","    ","    ","    ","    ","    "
="6715","嘉基","市","04/10","","188.5","-2.5","-1.31","341","64.7","191","193","193","188","2.62","29.5","4.08","    ","    ","    ","    ","    "
="6719","力智","市","04/10","","303","+14.5","+5.03","3,532","1,063","288.5","290","306","289","5.89","481","3.02","    ","    ","    ","    ","    "
="6742","澤米","市","04/10","","89.4","-2.3","-2.51","1,116","102","91.7","91","93.8","89.2","5.02","213","4.27","    ","    ","    ","    ","    "
="6743","安普新","市","04/10","","59.5","+1","+1.71","627","36.9","58.5","58.7","59.7","57.8","3.25","","3.3","    ","    ","    ","    ","    "
="6753","龍德造船","市","04/10","","136.5","-1.5","-1.09","2,794","383","138","139","141","133","5.8","25.1","4.85","    ","    ","    ","    ","    "
="6754","匯僑設計","市","04/10","","60.2","+1","+1.69","133","8.06","59.2","60.1","61","60","1.69","14.2","1.85","    ","    ","    ","    ","    "
="6756","威鋒電子","市","04/10","","219","+4","+1.86","290","63.6","215","216","221","216","2.33","83.6","5.32","    ","    ","    ","    ","    "
="6757","台灣虎航-創","市","04/10","","34.5","+0.1","+0.29","416","14.4","34.4","34.8","34.8","34.4","1.16","8.08","3.66","    ","    ","    ","    ","    "
="6768","志強-KY","市","04/10","","78.5","+0.6","+0.77","227","17.8","77.9","78","79","77.5","1.93","28.2","1.13","    ","    ","    ","    ","    "
="6770","力積電","市","04/10","","25.95","+0.35","+1.37","19,761","516","25.6","25.8","26.4","25.7","2.73","","1.13","    ","    ","    ","    ","    "
="6776","展碁國際","市","04/10","","64.7","+0.2","+0.31","142","9.16","64.5","64","65","64","1.55","12.8","2.46","    ","    ","    ","    ","    "
