"代號","名稱","市場","股價日期","K線","成交","漲跌價","漲跌幅","成交張數","成交額(百萬)","昨收","開盤","最高","最低","振幅(%)","PER","PBR","1個月走勢圖","3個月走勢圖","1年走勢圖","3年走勢圖","10年走勢圖"
="6781","AES-KY","市","04/10","","660","-14","-2.08","240","160","674","674","681","660","3.12","28.6","4.36","    ","    ","    ","    ","    "
="6782","視陽","市","04/10","","226","-3","-1.31","513","117","229","229","231","225","2.62","47.2","4.8","    ","    ","    ","    ","    "
="6789","采鈺","市","04/10","","314","+8","+2.61","3,628","1,139","306","307.5","317.5","307.5","3.27","278","5.98","    ","    ","    ","    ","    "
="6790","永豐實","市","04/10","","50.9","+0.5","+0.99","508","26","50.4","51","51.5","50.7","1.59","14.1","2.41","    ","    ","    ","    ","    "
="6792","詠業","市","04/10","","84.4","-0.9","-1.06","92","7.84","85.3","85.4","85.8","84.3","1.76","20.2","2.29","    ","    ","    ","    ","    "
="6796","晉弘","市","04/10","","87.7","+1.6","+1.86","89","7.81","86.1","86.1","88.7","86","3.14","39.9","3.83","    ","    ","    ","    ","    "
="6799","來頡","市","04/10","","172","+2","+1.18","630","108","170","170","173.5","169","2.65","31.7","5.13","    ","    ","    ","    ","    "
="6805","富世達","市","04/10","","768","+29","+3.92","1,688","1,297","739","748","793","726","9.07","75.4","11.5","    ","    ","    ","    ","    "
="6806","森崴能源","市","04/10","","157","+5.5","+3.63","11,002","1,693","151.5","153.5","157","148.5","5.61","53.4","3.04","    ","    ","    ","    ","    "
="6807","峰源-KY","市","04/10","","45.4","+1.65","+3.77","421","18.9","43.75","44.25","45.5","43.75","4","10.3","1.16","    ","    ","    ","    ","    "
="6830","汎銓","市","04/10","","147","0","0","230","34.2","147","148","150.5","147","2.38","26.3","2.68","    ","    ","    ","    ","    "
="6834","天二科技","市","04/10","","24.3","+0.35","+1.46","25","0.61","23.95","23.95","24.55","23.8","3.13","","1.52","    ","    ","    ","    ","    "
="6835","圓裕","市","04/10","","55.2","+0.6","+1.1","254","13.9","54.6","54.6","55.5","54.3","2.2","15.5","2.24","    ","    ","    ","    ","    "
="6854","錼創科技-KY創","市","04/10","","78","+0.8","+1.04","47","3.66","77.2","78","79","77","2.59","","4.28","    ","    ","    ","    ","    "
="6861","睿生光電","市","04/10","","78.2","-0.1","-0.13","53","4.13","78.3","78.1","78.6","78","0.77","26.1","2.45","    ","    ","    ","    ","    "
="6863","永道-KY","市","04/10","","151.5","+4","+2.71","1,009","155","147.5","153","156.5","151","3.73","24.6","2.16","    ","    ","    ","    ","    "
="6869","雲豹能源-創","市","04/10","","135","-4.5","-3.23","623","84.7","139.5","139","139","133.5","3.94","15.4","4.02","    ","    ","    ","    ","    "
="6873","泓德能源-創","市","04/10","","158.5","+2.5","+1.6","418","65.6","156","156","159","155","2.56","19","2.87","    ","    ","    ","    ","    "
="6901","鑽石投資","市","04/10","","42.8","+0.25","+0.59","909","38.9","42.55","42.7","43.1","42.45","1.53","","2.83","    ","    ","    ","    ","    "
="6902","走著瞧-創","市","04/10","","153","-8","-4.97","16","2.46","161","155","155","150","3.11","956","10.8","    ","    ","    ","    ","    "
="6906","現觀科","市","04/10","","163","-2.5","-1.51","95","15.7","165.5","165.5","166","163","1.81","45.3","9.57","    ","    ","    ","    ","    "
="6916","華凌","市","04/10","","26.85","-0.1","-0.37","44","1.17","26.95","26.85","26.9","26.65","0.93","20.2","1.56","    ","    ","    ","    ","    "
="6933","AMAX-KY","市","04/10","","363.5","-19.5","-5.09","1,270","478","383","388","395","362.5","8.49","52.8","7.61","    ","    ","    ","    ","    "
="6937","天虹","市","04/10","","225.5","+6.5","+2.97","2,818","642","219","226","232","224","3.65","44.9","4.87","    ","    ","    ","    ","    "
="6949","沛爾生醫-創","市","04/10","","110.5","+10","+9.95","818","89.5","100.5","104","110.5","104","6.47","","5.09","    ","    ","    ","    ","    "
="8011","台通","市","04/10","","24.5","-0.25","-1.01","3,297","80.7","24.75","24.6","24.8","24.25","2.22","272","1.41","    ","    ","    ","    ","    "
="8016","矽創","市","04/10","","288.5","+3","+1.05","783","227","285.5","286","292.5","285.5","2.45","18.6","3.14","    ","    ","    ","    ","    "
="8021","尖點","市","04/10","","30.65","+1.05","+3.55","3,369","104","29.6","30","31.4","30","4.73","","1.01","    ","    ","    ","    ","    "
="8028","昇陽半導體","市","04/10","","53.2","+0.7","+1.33","3,412","183","52.5","52.6","54.2","52.6","3.05","26.3","2.33","    ","    ","    ","    ","    "
="8033","雷虎","市","04/10","","77.2","+0.2","+0.26","15,196","1,191","77","80","81.2","75.1","7.92","","9.2","    ","    ","    ","    ","    "
="8039","台虹","市","04/10","","48.2","+0.2","+0.42","855","41.1","48","48","48.45","47.8","1.35","23.9","1.26","    ","    ","    ","    ","    "
="8046","南電","市","04/10","","203","-3.5","-1.69","1,625","333","206.5","206.5","208","203","2.42","22.6","2.74","    ","    ","    ","    ","    "
="8070","長華*","市","04/10","","42.8","-0.3","-0.7","3,909","169","43.1","43.5","43.75","42.75","2.32","19.5","1.91","    ","    ","    ","    ","    "
="8072","陞泰","市","04/10","","26.95","+0.05","+0.19","107","2.88","26.9","27.1","27.1","26.7","1.49","36.9","0.96","    ","    ","    ","    ","    "
="8081","致新","市","04/10","","289","+17.5","+6.45","2,345","673","271.5","274.5","293.5","274.5","7","16.7","3.4","    ","    ","    ","    ","    "
="8101","華冠","市","04/10","","3.83","-0.05","-1.29","58","0.22","3.88","3.84","3.87","3.83","1.03","","3.06","    ","    ","    ","    ","    "
="8103","瀚荃","市","04/10","","44.4","-0.8","-1.77","888","39.7","45.2","45.3","45.5","44.3","2.65","16.1","1.14","    ","    ","    ","    ","    "
="8104","錸寶","市","04/10","","33.5","+0.3","+0.9","166","5.53","33.2","33.2","33.5","33","1.51","","1.32","    ","    ","    ","    ","    "
="8105","凌巨","市","04/10","","13.8","-0.1","-0.72","1,133","15.7","13.9","13.9","14","13.8","1.44","26","0.77","    ","    ","    ","    ","    "
="8110","華東","市","04/10","","18","+0.1","+0.56","6,362","115","17.9","18","18.25","17.85","2.23","","0.88","    ","    ","    ","    ","    "
="8112","至上","市","04/10","","82.1","-1.4","-1.68","21,080","1,755","83.5","82.8","85.8","81.7","4.91","17.5","2.54","    ","    ","    ","    ","    "
"8112A","至上甲特","市","04/10","","42.8","+0.1","+0.23","4","0.17","42.7","42.7","42.8","42.7","0.23","","","    ","    ","    ","    ","    "
="8114","振樺電","市","04/10","","117.5","0","0","113","13.4","117.5","117.5","119","117","1.7","21.2","2.46","    ","    ","    ","    ","    "
="8131","福懋科","市","04/10","","37.2","+0.15","+0.4","173","6.43","37.05","37.05","37.3","37.05","0.67","31","1.39","    ","    ","    ","    ","    "
="8150","南茂","市","04/10","","48.75","-0.1","-0.2","3,844","187","48.85","48.9","49.05","48.4","1.33","18.8","1.43","    ","    ","    ","    ","    "
="8162","微矽電子-創","市","04/10","","41.1","+0.1","+0.24","52","2.16","41","41","41.5","41","1.22","","2.17","    ","    ","    ","    ","    "
="8163","達方","市","04/10","","62.6","+0.5","+0.81","1,459","90.9","62.1","62.1","62.6","61.8","1.29","10.6","1.43","    ","    ","    ","    ","    "
="8201","無敵","市","04/10","","19.45","+0.3","+1.57","325","6.26","19.15","19.25","19.45","19.1","1.83","","2.35","    ","    ","    ","    ","    "
="8210","勤誠","市","04/10","","256.5","+2.5","+0.98","4,099","1,070","254","261","269","256.5","4.92","28.4","5.6","    ","    ","    ","    ","    "
="8213","志超","市","04/10","","44.3","-0.2","-0.45","765","33.9","44.5","44.55","44.65","44.15","1.12","11","0.82","    ","    ","    ","    ","    "
="8215","明基材","市","04/10","","35.2","0","0","1,326","46.7","35.2","35.4","35.45","35.1","0.99","27.3","1.95","    ","    ","    ","    ","    "
="8222","寶一","市","04/10","","49.35","+0.35","+0.71","6,536","323","49","49.3","50.8","48.25","5.2","56.1","4.08","    ","    ","    ","    ","    "
="8249","菱光","市","04/10","","29.4","+0.05","+0.17","80","2.35","29.35","29.35","29.45","29.3","0.51","13.5","0.81","    ","    ","    ","    ","    "
="8261","富鼎","市","04/10","","86.5","+0.3","+0.35","565","49.2","86.2","86.5","87.8","86","2.09","30.6","1.92","    ","    ","    ","    ","    "
="8271","宇瞻","市","04/10","","73.2","+1.7","+2.38","4,325","317","71.5","71.5","74.3","71.5","3.92","16.2","2.08","    ","    ","    ","    ","    "
="8341","日友","市","04/10","","101","+1.4","+1.41","172","17.3","99.6","99.7","101.5","99.7","1.81","29.7","2.62","    ","    ","    ","    ","    "
="8367","建新國際","市","04/10","","45.1","-0.35","-0.77","74","3.32","45.45","45.2","45.25","45","0.55","13.9","1.29","    ","    ","    ","    ","    "
="8374","羅昇","市","04/10","","31.8","-0.05","-0.16","251","8.05","31.85","31.9","32.5","31.7","2.51","","1.81","    ","    ","    ","    ","    "
="8404","百和興業-KY","市","04/10","","19.1","+0.3","+1.6","551","10.5","18.8","18.95","19.25","18.95","1.6","","1.32","    ","    ","    ","    ","    "
="8411","福貞-KY","市","04/10","","13.45","+0.15","+1.13","836","11.2","13.3","13.3","13.55","13.3","1.88","89.7","0.51","    ","    ","    ","    ","    "
="8422","可寧衛","市","04/10","","182.5","+1.5","+0.83","418","75.9","181","181","182.5","180","1.38","20","3.19","    ","    ","    ","    ","    "
="8429","金麗-KY","市","04/10","","9.95","+0.1","+1.02","134","1.32","9.85","9.85","9.95","9.84","1.12","","0.3","    ","    ","    ","    ","    "
="8438","昶昕","市","04/10","","28.5","+0.15","+0.53","197","5.67","28.35","28.35","29.2","28.35","3","22.3","1.16","    ","    ","    ","    ","    "
="8442","威宏-KY","市","04/10","","119.5","-0.5","-0.42","199","23.8","120","120","121.5","118.5","2.5","11.9","2.48","    ","    ","    ","    ","    "
="8443","阿瘦","市","04/10","","12.35","+0.05","+0.41","106","1.31","12.3","12.3","12.4","12.25","1.22","49.4","0.99","    ","    ","    ","    ","    "
="8454","富邦媒","市","04/10","","398","+10","+2.58","1,111","440","388","392.5","398.5","389.5","2.32","26.4","9.48","    ","    ","    ","    ","    "
="8462","柏文","市","04/10","","115.5","+4.5","+4.05","197","22.6","111","112.5","116","112.5","3.15","77","5.18","    ","    ","    ","    ","    "
="8463","潤泰材","市","04/10","","25.7","-0.1","-0.39","216","5.6","25.8","26","26.4","25.7","2.71","33.4","1.69","    ","    ","    ","    ","    "
="8464","億豐","市","04/10","","353.5","-0.5","-0.14","236","83.5","354","354","358","351","1.98","18.9","4.32","    ","    ","    ","    ","    "
="8466","美吉吉-KY","市","04/10","","48.8","-0.2","-0.41","127","6.32","49","49.15","49.95","48.8","2.35","","1.31","    ","    ","    ","    ","    "
="8467","波力-KY","市","04/10","","193","-3.5","-1.78","1,098","220","196.5","196.5","208","193","7.63","25.1","4.86","    ","    ","    ","    ","    "
="8473","山林水","市","04/10","","39.9","-0.95","-2.33","1,181","47.5","40.85","40.85","40.9","39.75","2.82","148","1.08","    ","    ","    ","    ","    "
="8476","台境","市","04/10","","60.3","-1.8","-2.9","216","13","62.1","62","62","59.9","3.38","13.4","2.59","    ","    ","    ","    ","    "
="8478","東哥遊艇","市","04/10","","409.5","-2.5","-0.61","721","300","412","417","425","409.5","3.76","17.3","6.16","    ","    ","    ","    ","    "
="8481","政伸","市","04/10","","50.9","-0.2","-0.39","24","1.23","51.1","50.9","51.2","50.8","0.78","27.1","2.14","    ","    ","    ","    ","    "
="8482","商億-KY","市","04/10","","62.5","0","0","0","0","62.9","62.5","62.5","62.5","0","21.8","2.05","    ","    ","    ","    ","    "
="8487","愛爾達-創","市","04/10","","81.4","-2.7","-3.21","97","7.84","84.1","83.4","83.4","80","4.04","13.6","3.81","    ","    ","    ","    ","    "
="8488","吉源-KY","市","04/10","","16.65","-0.35","-2.06","68","1.14","17","16.8","16.8","16.6","1.18","","0.48","    ","    ","    ","    ","    "
="8499","鼎炫-KY","市","04/10","","114.5","0","0","19","2.2","114.5","114","114.5","114","0.44","12.8","0.63","    ","    ","    ","    ","    "
="8926","台汽電","市","04/10","","47.65","-0.1","-0.21","6,289","303","47.75","48.95","48.95","47.65","2.72","26.2","2.25","    ","    ","    ","    ","    "
="8940","新天地","市","04/10","","28.7","+0.8","+2.87","1,095","31.3","27.9","28.05","29.2","27.5","6.09","18.2","2.75","    ","    ","    ","    ","    "
="8996","高力","市","04/10","","353.5","-6","-1.67","3,479","1,247","359.5","361","364","353.5","2.92","54.8","11.7","    ","    ","    ","    ","    "
="9103","美德醫療-DR","市","04/10","","6.98","+0.07","+1.01","3,221","22.5","6.91","6.97","7.09","6.92","2.46","","","    ","    ","    ","    ","    "
="910322","康師傅-DR","市","04/10","","17.9","-0.05","-0.28","40","0.71","17.95","17.95","17.95","17.7","1.39","","","    ","    ","    ","    ","    "
="9105","泰金寶-DR","市","04/10","","3.75","+0.06","+1.63","13,027","48.9","3.69","3.71","3.8","3.68","3.25","","","    ","    ","    ","    ","    "
="910861","神州-DR","市","04/10","","6.52","+0.13","+2.03","183","1.18","6.39","6.39","6.53","6.39","2.19","","","    ","    ","    ","    ","    "
="9110","越南控-DR","市","04/10","","7.68","-0.04","-0.52","126","0.96","7.72","7.66","7.72","7.57","1.94","","","    ","    ","    ","    ","    "
="911608","明輝-DR","市","04/10","","3.62","-0.02","-0.55","260","0.95","3.64","3.64","3.72","3.52","5.49","","","    ","    ","    ","    ","    "
="911622","泰聚亨-DR","市","04/10","","5.1","-0.02","-0.39","17","0.09","5.12","5.08","5.1","5.04","1.17","","","    ","    ","    ","    ","    "
="911868","同方友友-DR","市","04/10","","1.21","-0.02","-1.63","512","0.62","1.23","1.23","1.23","1.2","2.44","","","    ","    ","    ","    ","    "
="912000","晨訊科-DR","市","04/10","","3.28","-0.22","-6.29","4,872","16","3.5","3.35","3.42","3.2","6.29","","","    ","    ","    ","    ","    "
="9136","巨騰-DR","市","04/10","","6.4","-0.01","-0.16","495","3.15","6.41","6.43","6.43","6.25","2.81","","","    ","    ","    ","    ","    "
="9802","鈺齊-KY","市","04/10","","112.5","-3.5","-3.02","2,607","295","116","116","116.5","111.5","4.31","14.3","1.73","    ","    ","    ","    ","    "
="9902","台火","市","04/10","","15.25","-0.15","-0.97","526","8.05","15.4","15.4","15.45","15.2","1.62","47.7","1.2","    ","    ","    ","    ","    "
="9904","寶成","市","04/10","","35.8","-0.3","-0.83","10,415","373","36.1","36.25","36.3","35.6","1.94","9.92","0.84","    ","    ","    ","    ","    "
="9905","大華","市","04/10","","24","0","0","122","2.92","24","24","24.05","23.95","0.42","16.6","0.97","    ","    ","    ","    ","    "
="9906","欣巴巴","市","04/10","","76.4","+1.4","+1.87","392","30","75","75","78","74.8","4.27","12.2","4.23","    ","    ","    ","    ","    "
="9907","統一實","市","04/10","","14.5","-0.1","-0.68","1,653","24","14.6","14.6","14.65","14.45","1.37","33.7","1.21","    ","    ","    ","    ","    "
="9908","大台北","市","04/10","","32.5","-0.05","-0.15","85","2.76","32.55","32.55","32.6","32.45","0.46","14","1.22","    ","    ","    ","    ","    "
="9910","豐泰","市","04/10","","160.5","0","0","1,003","161","160.5","161","162","159.5","1.56","31.8","6.84","    ","    ","    ","    ","    "
="9911","櫻花","市","04/10","","86.8","-1","-1.14","584","50.9","87.8","88","88","86.5","1.71","17.7","3.17","    ","    ","    ","    ","    "
="9912","偉聯","市","04/10","","11.8","+0.05","+0.43","33","0.39","11.75","11.75","11.85","11.75","0.85","","1.54","    ","    ","    ","    ","    "
="9914","美利達","市","04/10","","207.5","-1.5","-0.72","355","74","209","209","210","207","1.44","36.7","3.02","    ","    ","    ","    ","    "
="9917","中保科","市","04/10","","125.5","+1.5","+1.21","417","52","124","124","125.5","123.5","1.61","21.5","4.42","    ","    ","    ","    ","    "
="9918","欣天然","市","04/10","","41.15","-0.4","-0.96","8","0.32","41.55","41.55","41.55","41.15","0.96","20.6","2.31","    ","    ","    ","    ","    "
="9919","康那香","市","04/10","","21.8","+0.1","+0.46","656","14.4","21.7","22","22.15","21.8","1.61","6.47","1.45","    ","    ","    ","    ","    "
="9921","巨大","市","04/10","","209","-3.5","-1.65","1,465","307","212.5","212.5","212.5","208","2.12","24.1","2.43","    ","    ","    ","    ","    "
="9924","福興","市","04/10","","55.3","+0.3","+0.55","292","16.2","55","55.2","55.9","55.1","1.45","11","1.49","    ","    ","    ","    ","    "
="9925","新保","市","04/10","","41.2","0","0","174","7.17","41.2","41.3","41.4","41.1","0.73","17","1.42","    ","    ","    ","    ","    "
="9926","新海","市","04/10","","55.2","-0.3","-0.54","7","0.39","55.5","55.4","55.4","54.8","1.08","21.1","2.54","    ","    ","    ","    ","    "
